station,valid,metar
EGKK,2024-01-06 15:50,EGKK 061550Z 36007KT 9999 FEW024 SCT039 06/02 Q1018
EGKK,2024-01-06 16:20,EGKK 061620Z 34007KT 310V050 9999 FEW024 BKN033 06/02 Q1018
EGKK,2024-01-06 16:50,EGKK 061650Z 34006KT 9999 FEW020 BKN040 06/02 Q1019
EGKK,2024-01-06 17:20,EGKK 061720Z 34007KT 9999 BKN042 06/02 Q1019
EGKK,2024-01-06 17:50,EGKK 061750Z 35007KT 9999 BKN039 06/02 Q1019
EGKK,2024-01-06 18:20,EGKK 061820Z 35006KT 9999 BKN039 05/02 Q1019
EGKK,2024-01-06 18:50,EGKK 061850Z 35008KT 9999 FEW020 BKN036 05/02 Q1020
EGKK,2024-01-06 19:20,EGKK 061920Z 34009KT 9999 FEW017 SCT027 05/02 Q1020
EGKK,2024-01-06 19:50,EGKK 061950Z 01006KT 9999 VCSH SCT014 SCT029 05/03 Q1020
EGKK,2024-01-06 20:20,EGKK 062020Z 36007KT 9999 SCT016 SCT021 05/03 Q1020
EGKK,2024-01-06 20:50,EGKK 062050Z VRB07G17KT 9999 VCSH FEW018 BKN029 05/02 Q1020
EGKK,2024-01-06 21:20,EGKK 062120Z 01006KT 9999 VCSH SCT017 SCT034 05/03 Q1020
EGKK,2024-01-06 21:50,EGKK 062150Z 02010KT 9999 -SHRA BKN015 05/02 Q1020
EGKK,2024-01-06 22:20,EGKK 062220Z 01007KT 9999 -RA BKN014 04/02 Q1020
EGKK,2024-01-06 22:50,EGKK 062250Z 01007G20KT 300V090 9999 FEW017 04/02 Q1021
EGKK,2024-01-06 23:20,EGKK 062320Z 02008KT 9999 BKN013 04/02 Q1021
EGKK,2024-01-06 23:50,EGKK 062350Z 02009KT 9999 SCT027 04/02 Q1021
EGKK,2024-01-07 00:20,EGKK 070020Z 02009KT 9999 SCT028 04/00 Q1022
EGKK,2024-01-07 00:50,EGKK 070050Z 01007KT 9999 BKN032 03/M00 Q1022
EGKK,2024-01-07 01:20,EGKK 070120Z 01009KT 9999 BKN028 03/M01 Q1022
EGKK,2024-01-07 01:50,EGKK 070150Z 01008KT 9999 FEW028 03/M01 Q1022
EGKK,2024-01-07 02:20,EGKK 070220Z 36009KT CAVOK 03/M01 Q1022
EGKK,2024-01-07 02:50,EGKK 070250Z 36008KT CAVOK 02/M01 Q1023
EGKK,2024-01-07 03:20,EGKK 070320Z 36008KT CAVOK 02/M01 Q1023
EGKK,2024-01-07 03:50,EGKK 070350Z 01007KT CAVOK 02/M02 Q1023
EGKK,2024-01-07 04:20,EGKK 070420Z 01007KT CAVOK 02/M02 Q1023
EGKK,2024-01-07 04:50,EGKK 070450Z 35006KT CAVOK 02/M02 Q1023
EGKK,2024-01-07 05:20,EGKK 070520Z 35008KT CAVOK 02/M03 Q1023
EGKK,2024-01-07 05:50,EGKK 070550Z 34008KT 300V360 CAVOK 02/M02 Q1024
EGKK,2024-01-07 06:20,EGKK 070620Z 34007KT 320V110 9999 SCT047 02/M02 Q1024
EGKK,2024-01-07 06:50,EGKK 070650Z 35007KT 330V050 9999 FEW030 SCT048 02/M02 Q1024
EGKK,2024-01-07 07:20,EGKK 070720Z 34006KT 9999 FEW029 02/M02 Q1024
EGKK,2024-01-07 07:50,EGKK 070750Z 35005KT 270V020 CAVOK 02/M02 Q1025
EGKK,2024-01-07 08:20,EGKK 070820Z 35004KT 320V020 CAVOK 01/M02 Q1025
EGKK,2024-01-07 08:50,EGKK 070850Z 35003KT 300V070 CAVOK 02/M02 Q1025
EGKK,2024-01-07 09:20,EGKK 070920Z 36005KT 310V010 CAVOK 02/M01 Q1026
EGKK,2024-01-07 09:50,EGKK 070950Z 01006KT 350V090 CAVOK 03/M01 Q1026
EGKK,2024-01-07 10:20,EGKK 071020Z 03007KT 360V140 CAVOK 03/M01 Q1026
EGKK,2024-01-07 10:50,EGKK 071050Z 02008KT 350V080 9999 FEW025 04/M01 Q1026
EGKK,2024-01-07 11:20,EGKK 071120Z 02008KT CAVOK 04/M01 Q1026
EGKK,2024-01-07 11:50,EGKK 071150Z 03012KT 340V100 9999 FEW049 04/M01 Q1026
EGKK,2024-01-07 12:20,EGKK 071220Z 02013KT 9999 FEW047 04/M02 Q1026
EGKK,2024-01-07 12:50,EGKK 071250Z 02010KT 9999 SCT042 05/M01 Q1026
EGKK,2024-01-07 13:20,EGKK 071320Z 01013KT 340V040 9999 SCT041 04/M02 Q1026
EGKK,2024-01-07 13:50,EGKK 071350Z 01011G22KT 340V120 9999 BKN049 04/M02 Q1026
EGKK,2024-01-07 14:20,EGKK 071420Z VRB09G23KT 9999 BKN038 04/M02 Q1027
EGKK,2024-01-07 14:50,EGKK 071450Z 02010KT 350V060 9999 BKN039 04/M02 Q1027
EGKK,2024-01-07 15:20,EGKK 071520Z 01011KT 9999 BKN042 04/M02 Q1027
EGKK,2024-01-07 15:50,EGKK 071550Z 01012KT 9999 SCT031 BKN041 04/M02 Q1027
EGKK,2024-01-07 16:20,EGKK 071620Z 02012KT 9999 BKN029 04/M02 Q1028
EGKK,2024-01-07 16:50,EGKK 071650Z 02012KT 9999 BKN026 04/M02 Q1028
EGKK,2024-01-07 17:20,EGKK 071720Z 03014KT 9999 BKN027 04/M02 Q1028
EGKK,2024-01-07 17:50,EGKK 071750Z 04010KT 9999 BKN023 03/M01 Q1029
EGKK,2024-01-07 18:20,EGKK 071820Z 03009KT 9999 BKN018 03/M00 Q1029
EGKK,2024-01-07 18:50,EGKK 071850Z 03010KT 9999 BKN028 03/M01 Q1029
EGKK,2024-01-07 19:20,EGKK 071920Z 02009KT 9999 BKN031 03/M01 Q1029
EGKK,2024-01-07 19:50,EGKK 071950Z 02010KT 9999 BKN035 03/M01 Q1030
EGKK,2024-01-07 20:20,EGKK 072020Z 03010KT 9999 BKN031 03/M01 Q1030
EGKK,2024-01-07 20:50,EGKK 072050Z 03009KT 010V070 9999 BKN030 03/M01 Q1030
EGKK,2024-01-07 21:20,EGKK 072120Z 04011KT 9999 BKN032 03/M02 Q1030
EGKK,2024-01-07 21:50,EGKK 072150Z 03009KT 9999 SCT028 03/M02 Q1030
EGKK,2024-01-07 22:20,EGKK 072220Z 03012KT 9999 BKN031 03/M02 Q1030
EGKK,2024-01-07 22:50,EGKK 072250Z 03010KT 9999 BKN033 03/M02 Q1030
EGKK,2024-01-07 23:20,EGKK 072320Z 03011KT 9999 BKN033 03/M02 Q1030
EGKK,2024-01-07 23:50,EGKK 072350Z 04009KT 9999 BKN035 03/M02 Q1030
EGKK,2024-01-08 00:20,EGKK 080020Z 03009KT 9999 BKN035 03/M02 Q1031
EGKK,2024-01-08 00:50,EGKK 080050Z 03007KT 9999 BKN036 03/M02 Q1031
EGKK,2024-01-08 01:20,EGKK 080120Z 03007KT 9999 BKN035 02/M02 Q1031
EGKK,2024-01-08 01:50,EGKK 080150Z 03008KT 9999 BKN038 02/M02 Q1031
EGKK,2024-01-08 02:20,EGKK 080220Z 03008KT 9999 OVC038 03/M03 Q1031
EGKK,2024-01-08 02:50,EGKK 080250Z 04007KT 9999 OVC038 03/M03 Q1031
EGKK,2024-01-08 03:20,EGKK 080320Z 02006KT 9999 OVC041 03/M03 Q1031
EGKK,2024-01-08 03:50,EGKK 080350Z 02008KT 9999 OVC041 03/M03 Q1031
EGKK,2024-01-08 04:20,EGKK 080420Z 02010KT 9999 OVC045 03/M03 Q1031
EGKK,2024-01-08 04:50,EGKK 080450Z 02011KT 9999 BKN045 03/M03 Q1031
EGKK,2024-01-08 05:20,EGKK 080520Z 03010KT 9999 BKN046 03/M03 Q1031
EGKK,2024-01-08 05:50,EGKK 080550Z 03013KT 9999 BKN048 03/M04 Q1031
EGKK,2024-01-08 06:20,EGKK 080620Z 03012KT 9999 BKN046 03/M04 Q1031
EGKK,2024-01-08 06:50,EGKK 080650Z 02011KT 9999 BKN048 03/M04 Q1031
EGKK,2024-01-08 07:20,EGKK 080720Z 02011KT 9999 BKN049 03/M03 Q1031
EGKK,2024-01-08 07:50,EGKK 080750Z 03011KT 9999 BKN041 03/M03 Q1031
EGKK,2024-01-08 08:20,EGKK 080820Z 02013KT 9999 BKN045 03/M03 Q1031
EGKK,2024-01-08 08:50,EGKK 080850Z 03013KT 9999 BKN048 03/M03 Q1031
EGKK,2024-01-08 09:20,EGKK 080920Z 03013KT 9999 BKN045 03/M03 Q1031
EGKK,2024-01-08 09:50,EGKK 080950Z 03013KT 9999 BKN043 03/M03 Q1031
EGKK,2024-01-08 10:20,EGKK 081020Z 03013KT 9999 FEW036 BKN048 03/M03 Q1031
EGKK,2024-01-08 10:50,EGKK 081050Z 05016KT 9999 3000E VCSH BKN023 03/M02 Q1031
EGKK,2024-01-08 11:20,EGKK 081120Z 04010KT 9000 -SHSN SCT012 BKN016 01/00 Q1031 RESHSN
EGKK,2024-01-08 11:50,EGKK 081150Z 05013KT 9999 FEW009 SCT045 02/M00 Q1031
EGKK,2024-01-08 12:20,EGKK 081220Z 05013KT 010V090 9999 FEW012 02/M01 Q1031
EGKK,2024-01-08 12:50,EGKK 081250Z 05012KT 9999 FEW020 02/M02 Q1030
EGKK,2024-01-08 13:20,EGKK 081320Z 05013KT 020V100 9999 SCT025 02/M02 Q1030
EGKK,2024-01-08 13:50,EGKK 081350Z 07008KT 9000 -SHSN FEW015 BKN020 01/M01 Q1030
EGKK,2024-01-08 14:20,EGKK 081420Z 04008KT 3000 -SHSN SCT005 BKN008 01/M00 Q1030 RESHSN
EGKK,2024-01-08 14:50,COR EGKK 081450Z 06009KT 9999 FEW016 BKN018 01/M01 Q1030
EGKK,2024-01-08 15:20,EGKK 081520Z 05008KT 8000 -SHSN SCT018 SCT022 01/M01 Q1030
EGKK,2024-01-08 15:50,EGKK 081550Z 05012KT 0750 SN SCT006 BKN014 00/M01 Q1030 RESHSN
EGKK,2024-01-08 16:20,EGKK 081620Z 04008KT 9999 -SN FEW006 SCT027 00/M01 Q1030 RESN
EGKK,2024-01-08 16:50,EGKK 081650Z 05009KT 6000 -SN SCT018 BKN025 00/M01 Q1030
EGKK,2024-01-08 17:20,EGKK 081720Z 06010KT 8000 -SHSN FEW020 BKN038 00/M01 Q1030
EGKK,2024-01-08 17:50,EGKK 081750Z 04009KT 9999 BKN038 00/M01 Q1030
EGKK,2024-01-08 18:20,EGKK 081820Z 06008KT 9999 FEW034 BKN042 00/M02 Q1030
EGKK,2024-01-08 18:50,EGKK 081850Z 05007KT 9999 BKN030 01/M02 Q1030
EGKK,2024-01-08 19:20,EGKK 081920Z 03005KT 9999 BKN045 01/M02 Q1030
EGKK,2024-01-08 19:50,EGKK 081950Z 03005KT 9999 BKN040 01/M02 Q1030
EGKK,2024-01-08 20:20,EGKK 082020Z 04006KT 9999 BKN036 01/M02 Q1030
EGKK,2024-01-08 20:50,EGKK 082050Z 05005KT 9999 BKN035 01/M03 Q1030
EGKK,2024-01-08 21:20,EGKK 082120Z 05005KT 9999 BKN036 01/M03 Q1030
EGKK,2024-01-08 21:50,EGKK 082150Z 07008KT 9999 BKN028 01/M02 Q1030
EGKK,2024-01-08 22:20,EGKK 082220Z 07008KT 9999 BKN029 01/M03 Q1030
EGKK,2024-01-08 22:50,EGKK 082250Z 07010KT 9999 BKN028 01/M03 Q1030
EGKK,2024-01-08 23:20,EGKK 082320Z 07008KT 9999 BKN030 01/M03 Q1030
EGKK,2024-01-08 23:50,EGKK 082350Z 06008KT 9999 BKN028 00/M03 Q1030
EGKK,2024-01-09 00:20,EGKK 090020Z 07009KT 9999 BKN027 00/M03 Q1030
EGKK,2024-01-09 00:50,EGKK 090050Z 08008KT 9999 BKN027 00/M03 Q1030
EGKK,2024-01-09 01:20,EGKK 090120Z 06007KT 9999 BKN027 00/M03 Q1030
EGKK,2024-01-09 01:50,EGKK 090150Z 06009KT 9999 BKN026 00/M03 Q1030
EGKK,2024-01-09 02:20,EGKK 090220Z 06009KT 9999 BKN028 00/M03 Q1030
EGKK,2024-01-09 02:50,EGKK 090250Z 06009KT 9999 BKN029 00/M03 Q1030
EGKK,2024-01-09 03:20,EGKK 090320Z 06009KT 9999 SCT027 M00/M03 Q1029
EGKK,2024-01-09 03:50,EGKK 090350Z 05010KT 9999 SCT027 M00/M03 Q1029
EGKK,2024-01-09 04:20,EGKK 090420Z 06009KT 9999 BKN023 00/M03 Q1029
EGKK,2024-01-09 04:50,EGKK 090450Z 06009KT 9999 BKN022 01/M03 Q1029
EGKK,2024-01-09 05:20,EGKK 090520Z 06010KT 9999 BKN023 01/M02 Q1029
EGKK,2024-01-09 05:50,EGKK 090550Z 06010KT 9999 BKN022 01/M02 Q1029
EGKK,2024-01-09 06:20,EGKK 090620Z 07012KT 9999 BKN021 01/M02 Q1029
EGKK,2024-01-09 06:50,EGKK 090650Z 06017KT 9999 BKN021 01/M03 Q1029
EGKK,2024-01-09 07:20,EGKK 090720Z 06011KT 9999 SCT020 00/M03 Q1029
EGKK,2024-01-09 07:50,EGKK 090750Z 07010KT 9999 FEW022 00/M02 Q1030
EGKK,2024-01-09 08:20,EGKK 090820Z 06008KT 9999 FEW022 00/M03 Q1030
EGKK,2024-01-09 08:50,EGKK 090850Z 06008KT 9999 FEW022 01/M03 Q1030
EGKK,2024-01-09 09:20,EGKK 090920Z 06011KT 9999 FEW022 01/M02 Q1030
EGKK,2024-01-09 09:50,EGKK 090950Z 06013KT 9999 FEW025 01/M02 Q1030
EGKK,2024-01-09 10:20,EGKK 091020Z 06011KT 9999 FEW021 02/M02 Q1030
EGKK,2024-01-09 10:50,EGKK 091050Z 06015KT 9999 FEW020 02/M02 Q1030
EGKK,2024-01-09 11:20,EGKK 091120Z 06016KT 9999 FEW013 03/M02 Q1030
EGKK,2024-01-09 11:50,EGKK 091150Z 06016KT 9999 FEW015 03/M02 Q1030
EGKK,2024-01-09 12:20,EGKK 091220Z 06015KT 9999 FEW024 03/M02 Q1029
EGKK,2024-01-09 12:50,EGKK 091250Z 06016KT 9999 FEW026 04/M02 Q1029
EGKK,2024-01-09 13:20,EGKK 091320Z 06017KT 9999 FEW025 03/M02 Q1029
EGKK,2024-01-09 13:50,EGKK 091350Z 05019KT 9999 FEW025 03/M02 Q1029
EGKK,2024-01-09 14:20,EGKK 091420Z 05018KT 9999 FEW025 03/M02 Q1029
EGKK,2024-01-09 14:50,EGKK 091450Z 04014G24KT 9999 FEW025 03/M02 Q1029
EGKK,2024-01-09 15:20,EGKK 091520Z 05017KT CAVOK 03/M02 Q1028
EGKK,2024-01-09 15:50,EGKK 091550Z 05016KT CAVOK 03/M02 Q1028
EGKK,2024-01-09 16:20,EGKK 091620Z 04016KT CAVOK 02/M02 Q1028
EGKK,2024-01-09 16:50,EGKK 091650Z 05016KT CAVOK 02/M02 Q1028
EGKK,2024-01-09 17:20,EGKK 091720Z 05016KT CAVOK 02/M03 Q1028
EGKK,2024-01-09 17:50,EGKK 091750Z 06015KT CAVOK 02/M03 Q1028
EGKK,2024-01-09 18:20,EGKK 091820Z 05015KT CAVOK 02/M03 Q1028
EGKK,2024-01-09 18:50,EGKK 091850Z 05011KT CAVOK 02/M03 Q1029
EGKK,2024-01-09 19:20,EGKK 091920Z 05009KT CAVOK 02/M02 Q1029
EGKK,2024-01-09 19:50,EGKK 091950Z 05009KT 9999 FEW029 02/M02 Q1029
EGKK,2024-01-09 20:20,EGKK 092020Z 06012KT 9999 FEW028 02/M02 Q1028
EGKK,2024-01-09 20:50,EGKK 092050Z 07011KT 9999 FEW028 02/M02 Q1028
EGKK,2024-01-09 21:20,EGKK 092120Z 08010KT CAVOK 02/M02 Q1029
EGKK,2024-01-09 21:50,EGKK 092150Z 07008KT 9999 FEW029 01/M03 Q1029
EGKK,2024-01-09 22:20,EGKK 092220Z 07008KT 9999 FEW028 00/M03 Q1029
EGKK,2024-01-09 22:50,EGKK 092250Z 07007KT 9999 FEW028 M00/M04 Q1029
EGKK,2024-01-09 23:20,EGKK 092320Z 06007KT CAVOK M01/M04 Q1029
EGKK,2024-01-09 23:50,EGKK 092350Z 06006KT CAVOK M01/M04 Q1029
EGKK,2024-01-10 00:20,EGKK 100020Z 06005KT CAVOK M01/M05 Q1029
EGKK,2024-01-10 00:50,EGKK 100050Z 05004KT CAVOK M02/M05 Q1029
EGKK,2024-01-10 01:20,EGKK 100120Z 03004KT CAVOK M02/M05 Q1028
EGKK,2024-01-10 01:50,EGKK 100150Z 02005KT CAVOK M02/M05 Q1028
EGKK,2024-01-10 02:20,EGKK 100220Z 03005KT CAVOK M02/M05 Q1028
EGKK,2024-01-10 02:50,EGKK 100250Z 03005KT CAVOK M02/M05 Q1028
EGKK,2024-01-10 03:20,EGKK 100320Z 01004KT CAVOK M02/M05 Q1028
EGKK,2024-01-10 03:50,EGKK 100350Z 02006KT CAVOK M03/M05 Q1028
EGKK,2024-01-10 04:20,EGKK 100420Z 01006KT CAVOK M02/M05 Q1028
EGKK,2024-01-10 04:50,EGKK 100450Z 01004KT CAVOK M03/M05 Q1028
EGKK,2024-01-10 05:20,EGKK 100520Z 01005KT CAVOK M03/M05 Q1028
EGKK,2024-01-10 05:50,EGKK 100550Z 02005KT CAVOK M03/M04 Q1028
EGKK,2024-01-10 06:20,EGKK 100620Z 03005KT CAVOK M02/M04 Q1028
EGKK,2024-01-10 06:50,EGKK 100650Z 01004KT CAVOK M03/M04 Q1028
EGKK,2024-01-10 07:20,EGKK 100720Z 01005KT 9999 FEW024 M02/M04 Q1028
EGKK,2024-01-10 07:50,EGKK 100750Z 01005KT 9999 SCT023 M01/M03 Q1028
EGKK,2024-01-10 08:20,EGKK 100820Z 02005KT 9999 FEW021 M02/M04 Q1028
EGKK,2024-01-10 08:50,EGKK 100850Z 01007KT CAVOK M01/M03 Q1028
EGKK,2024-01-10 09:20,EGKK 100920Z 01006KT CAVOK M00/M03 Q1028
EGKK,2024-01-10 09:50,EGKK 100950Z 03006KT CAVOK 01/M02 Q1028
EGKK,2024-01-10 10:20,EGKK 101020Z 05008KT CAVOK 02/M02 Q1028
EGKK,2024-01-10 10:50,EGKK 101050Z 04009KT CAVOK 03/M02 Q1028
EGKK,2024-01-10 11:20,EGKK 101120Z 03011KT CAVOK 03/M02 Q1028
EGKK,2024-01-10 11:50,EGKK 101150Z 03011KT CAVOK 04/M01 Q1028
EGKK,2024-01-10 12:20,EGKK 101220Z 04011KT 010V080 CAVOK 05/M01 Q1027
EGKK,2024-01-10 12:50,EGKK 101250Z 04013KT 010V070 CAVOK 05/M01 Q1027
EGKK,2024-01-10 13:20,EGKK 101320Z 05014KT 010V080 CAVOK 05/M02 Q1027
EGKK,2024-01-10 13:50,EGKK 101350Z 05015KT 9999 FEW032 05/M03 Q1027
EGKK,2024-01-10 14:20,EGKK 101420Z 04014KT CAVOK 05/M03 Q1027
EGKK,2024-01-10 14:50,EGKK 101450Z 04016KT CAVOK 05/M03 Q1027
EGKK,2024-01-10 15:20,EGKK 101520Z 04015KT CAVOK 04/M03 Q1027
EGKK,2024-01-10 15:50,EGKK 101550Z 04013KT 360V060 CAVOK 04/M04 Q1027
EGKK,2024-01-10 16:20,EGKK 101620Z 04011KT CAVOK 04/M04 Q1027
EGKK,2024-01-10 16:50,EGKK 101650Z 03011KT CAVOK 03/M04 Q1027
EGKK,2024-01-10 17:20,EGKK 101720Z 03011KT CAVOK 03/M04 Q1027
EGKK,2024-01-10 17:50,EGKK 101750Z 03010KT CAVOK 03/M04 Q1028
EGKK,2024-01-10 18:20,EGKK 101820Z 03009KT 9999 SCT035 03/M04 Q1028
EGKK,2024-01-10 18:50,EGKK 101850Z 03010KT 9999 SCT026 03/M04 Q1028
EGKK,2024-01-10 19:20,EGKK 101920Z 04011KT 9999 FEW025 SCT032 03/M03 Q1028
EGKK,2024-01-10 19:50,EGKK 101950Z 04009KT 9999 BKN034 02/M03 Q1029
EGKK,2024-01-10 20:20,EGKK 102020Z 04008KT 9999 BKN032 02/M03 Q1029
EGKK,2024-01-10 20:50,EGKK 102050Z 05007KT 020V110 9999 SCT031 01/M03 Q1029
EGKK,2024-01-10 21:20,EGKK 102120Z 08004KT 9999 SCT030 01/M03 Q1030
EGKK,2024-01-10 21:50,EGKK 102150Z 06007KT 9999 FEW030 00/M03 Q1030
EGKK,2024-01-10 22:20,EGKK 102220Z 06006KT 010V100 CAVOK M00/M03 Q1030
EGKK,2024-01-10 22:50,EGKK 102250Z 06005KT CAVOK M01/M04 Q1031
EGKK,2024-01-10 23:20,EGKK 102320Z 04005KT 9999 FEW025 M00/M03 Q1031
EGKK,2024-01-10 23:50,EGKK 102350Z 04006KT 9999 FEW025 M00/M03 Q1031
EGKK,2024-01-11 00:20,EGKK 110020Z 03006KT 9999 SCT025 M01/M04 Q1031
EGKK,2024-01-11 00:50,EGKK 110050Z 02005KT 9999 BKN025 M01/M04 Q1031
EGKK,2024-01-11 01:20,EGKK 110120Z 03005KT 9999 BKN024 M01/M03 Q1032
EGKK,2024-01-11 01:50,EGKK 110150Z 02003KT 9999 BKN023 M01/M04 Q1032
EGKK,2024-01-11 02:20,EGKK 110220Z 04002KT 9999 BKN023 M01/M04 Q1032
EGKK,2024-01-11 02:50,EGKK 110250Z 01003KT 9999 BKN024 M01/M03 Q1032
EGKK,2024-01-11 03:20,EGKK 110320Z 35004KT 9999 BKN022 M01/M03 Q1033
EGKK,2024-01-11 03:50,EGKK 110350Z 01004KT 9999 BKN022 M01/M03 Q1033
EGKK,2024-01-11 04:20,EGKK 110420Z 01004KT 9999 BKN022 M01/M03 Q1033
EGKK,2024-01-11 04:50,EGKK 110450Z 33003KT 9999 SCT022 M02/M04 Q1033
EGKK,2024-01-11 05:20,EGKK 110520Z 34004KT CAVOK M02/M03 Q1033
EGKK,2024-01-11 05:50,EGKK 110550Z 01005KT 9999 FEW021 M02/M03 Q1034
EGKK,2024-01-11 06:20,EGKK 110620Z 02007KT 9999 FEW020 M01/M03 Q1034
EGKK,2024-01-11 06:50,EGKK 110650Z 01005KT CAVOK M01/M03 Q1034
EGKK,2024-01-11 07:20,EGKK 110720Z 01005KT CAVOK M01/M03 Q1034
EGKK,2024-01-11 07:50,EGKK 110750Z 01005KT CAVOK M01/M03 Q1035
EGKK,2024-01-11 08:20,EGKK 110820Z 01005KT 330V030 9999 FEW019 M01/M02 Q1035
EGKK,2024-01-11 08:50,EGKK 110850Z 01005KT 9999 FEW020 M01/M02 Q1035
EGKK,2024-01-11 09:20,EGKK 110920Z 01007KT CAVOK 00/M01 Q1036
EGKK,2024-01-11 09:50,EGKK 110950Z 01007G18KT 340V060 9999 FEW018 01/M01 Q1036
EGKK,2024-01-11 10:20,EGKK 111020Z VRB07KT CAVOK 02/M01 Q1036
EGKK,2024-01-11 10:50,EGKK 111050Z 01007KT 330V040 CAVOK 03/M01 Q1036
EGKK,2024-01-11 11:20,EGKK 111120Z 02009KT CAVOK 04/M00 Q1037
EGKK,2024-01-11 11:50,EGKK 111150Z 03011KT 9999 FEW016 04/01 Q1037
EGKK,2024-01-11 12:20,EGKK 111220Z 02012KT 9999 FEW016 04/01 Q1036
EGKK,2024-01-11 12:50,EGKK 111250Z 02012KT 9999 SCT018 04/01 Q1036
EGKK,2024-01-11 13:20,EGKK 111320Z 02012KT 9999 BKN017 04/01 Q1036
EGKK,2024-01-11 13:50,EGKK 111350Z 02013KT 9999 BKN017 04/00 Q1036
EGKK,2024-01-11 14:20,EGKK 111420Z 02013KT 9999 BKN018 03/M00 Q1037
EGKK,2024-01-11 14:50,EGKK 111450Z 02011KT 9999 BKN016 03/M00 Q1037
EGKK,2024-01-11 15:20,EGKK 111520Z 04012KT 9999 BKN017 03/M00 Q1037
EGKK,2024-01-11 15:50,EGKK 111550Z 04007KT 9999 BKN018 03/00 Q1037
EGKK,2024-01-11 16:20,EGKK 111620Z 03007KT 9999 BKN017 04/00 Q1037
EGKK,2024-01-11 16:50,EGKK 111650Z 36007KT 9999 BKN015 04/01 Q1037
EGKK,2024-01-11 17:20,EGKK 111720Z 36008KT 9999 BKN013 04/01 Q1037
EGKK,2024-01-11 17:50,EGKK 111750Z 02008KT 9999 BKN011 04/02 Q1037
EGKK,2024-01-11 18:20,EGKK 111820Z 02008KT 9999 BKN010 04/03 Q1037
EGKK,2024-01-11 18:50,EGKK 111850Z 02008KT 9999 BKN009 04/03 Q1037
EGKK,2024-01-11 19:20,EGKK 111920Z 03008KT 9999 BKN013 05/03 Q1037
EGKK,2024-01-11 19:50,EGKK 111950Z 03010KT 9999 BKN014 05/03 Q1037
EGKK,2024-01-11 20:20,EGKK 112020Z 02008KT 9999 BKN013 05/03 Q1037
EGKK,2024-01-11 20:50,EGKK 112050Z 02010KT 350V080 9999 BKN014 05/03 Q1037
EGKK,2024-01-11 21:20,EGKK 112120Z 02008KT 9999 BKN016 05/03 Q1037
EGKK,2024-01-11 21:50,EGKK 112150Z 03008KT 9999 BKN013 05/03 Q1038
EGKK,2024-01-11 22:20,EGKK 112220Z 02007KT 9999 BKN013 04/03 Q1037
EGKK,2024-01-11 22:50,EGKK 112250Z 02008KT 9999 SCT014 BKN021 04/03 Q1037
EGKK,2024-01-11 23:20,EGKK 112320Z 02007KT 9999 BKN017 05/03 Q1037
EGKK,2024-01-11 23:50,EGKK 112350Z 01007KT 9999 -RA BKN013 04/03 Q1037
EGKK,2024-01-12 00:20,EGKK 120020Z 03008KT 010V070 9999 SCT013 BKN017 05/03 Q1037
EGKK,2024-01-12 00:50,EGKK 120050Z 01008KT 9999 BKN010 05/03 Q1037
EGKK,2024-01-12 01:20,EGKK 120120Z 03009KT 9999 BKN016 05/03 Q1037
EGKK,2024-01-12 01:50,EGKK 120150Z 03011KT 9999 BKN015 05/02 Q1037
EGKK,2024-01-12 02:20,EGKK 120220Z 02009KT 9999 BKN017 05/03 Q1037
EGKK,2024-01-12 02:50,EGKK 120250Z 04011KT 9999 BKN014 05/02 Q1037
EGKK,2024-01-12 03:50,EGKK 120350Z 03012KT 9999 BKN015 05/02 Q1037
EGKK,2024-01-12 04:20,EGKK 120420Z 03010KT 9999 BKN016 05/02 Q1036
EGKK,2024-01-12 04:50,EGKK 120450Z 04012KT 9999 BKN016 05/02 Q1036
EGKK,2024-01-12 05:20,EGKK 120520Z 03009KT 9999 BKN017 05/01 Q1036
EGKK,2024-01-12 05:50,EGKK 120550Z 03008KT 9999 BKN019 05/02 Q1036
EGKK,2024-01-12 06:20,EGKK 120620Z 03007KT 9999 BKN017 05/02 Q1036
EGKK,2024-01-12 06:50,EGKK 120650Z 03011KT 360V060 9999 BKN018 05/01 Q1036
EGKK,2024-01-12 07:20,EGKK 120720Z 04010KT 9999 BKN018 05/01 Q1036
EGKK,2024-01-12 07:50,EGKK 120750Z 03008KT 9999 BKN017 05/01 Q1036
EGKK,2024-01-12 08:20,EGKK 120820Z 03008KT 9999 BKN017 05/02 Q1036
EGKK,2024-01-12 08:50,EGKK 120850Z 03010KT 9999 BKN017 05/02 Q1036
EGKK,2024-01-12 09:20,EGKK 120920Z 04011KT 9999 BKN018 05/02 Q1036
EGKK,2024-01-12 09:50,EGKK 120950Z 03010KT 9999 BKN017 05/02 Q1036
EGKK,2024-01-12 10:20,EGKK 121020Z 04010KT 9999 BKN016 05/02 Q1036
EGKK,2024-01-12 10:50,EGKK 121050Z 05009KT 9999 BKN015 05/02 Q1036
EGKK,2024-01-12 11:20,EGKK 121120Z 04009KT 360V060 9999 BKN016 05/02 Q1036
EGKK,2024-01-12 11:50,EGKK 121150Z 05008KT 020V100 9999 BKN016 05/02 Q1036
EGKK,2024-01-12 12:20,EGKK 121220Z 05008KT 010V090 9999 BKN016 05/02 Q1036
EGKK,2024-01-12 12:50,EGKK 121250Z 05008KT 030V090 9999 BKN016 05/02 Q1035
